State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Colorado,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2020,Medicaid only,Administrative,10.5,52,9.7,10.8,8.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021 as well as the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of November 24, 2020.",CMS calculated rate using CDC WONDER data.,Yes
Colorado,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18 to 64,2020,Medicaid,Administrative,64.2,43,53.1,47.5,57.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (2 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Higher rates are better for this measure,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18 to 64,2020,Medicaid,Administrative,45.8,42,37.3,29.9,41.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (2 MCOs) age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles.",Yes
Colorado,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64,SSD-AD,Higher rates are better for this measure,"Percentage with Schizophrenia, Schizoaffective Disorder, or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18 to 64",2020,Medicaid,Administrative,80.3,44,80.3,77.3,82.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes FFS and PCCM populations, representing 89 percent of the population. Rate excludes managed care population, representing 11 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
Colorado,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 50,2020,Medicaid,Administrative,44.7,42,53.7,49.6,55.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. ",Yes
Colorado,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51 to 64,2020,Medicaid,Administrative,47.3,42,54.6,50.7,57.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. ",Yes
Colorado,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64,2020,Medicaid,Administrative,44.7,42,53.7,50.9,56.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (2 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles. ",Yes
Colorado,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2020,Medicaid only,Administrative,46.6,50,41.5,35.5,44.5,,"Mathematica analysis of FFY 2020 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 2, 2021.",None,Yes
Colorado,Long-Term Services and Supports,Adult Core Set,National Core Indicators Survey: Age 18 and Older,NCIDDS-AD,Higher rates are better for this measure,"Percentage of people who make choices about their life decisions, including their residence, work, day activity, staff, and roommates",2020,Medicaid,NCI In-Person Survey,78.3,25,68.6,61.2,74.8,,"Mathematica analysis of data submitted by states to NASDDS/HSRI (The NCI National Team) through the Online Data Entry System (ODESA) during the July 1, 2019 through June 30, 2020 data collection period.","Rates include adults in the Persons with Developmental Disabilities Program and Supported Living Services waiver. Funding source is HCBS waiver. Denominator is the number of adults responding to the questions; number of adults included in the program is 10,717. State used a proportionate sample by waiver program and Regional Accountable Entities (RAEs).",Yes
Colorado,Long-Term Services and Supports,Adult Core Set,National Core Indicators Survey: Age 18 and Older,NCIDDS-AD,Higher rates are better for this measure,"Percentage of people who make choices about their everyday lives, including their daily schedule, how to spend money, and free time activities",2020,Medicaid,NCI In-Person Survey,89.9,25,92.9,89.6,93.9,,"Mathematica analysis of data submitted by states to NASDDS/HSRI (The NCI National Team) through the Online Data Entry System (ODESA) during the July 1, 2019 through June 30, 2020 data collection period.","Rates include adults in the Persons with Developmental Disabilities Program and Supported Living Services waiver. Funding source is HCBS waiver. Denominator is the number of adults responding to the questions; number of adults included in the program is 10,717. State used a proportionate sample by waiver program and Regional Accountable Entities (RAEs).",Yes
Colorado,Long-Term Services and Supports,Adult Core Set,National Core Indicators Survey: Age 18 and Older,NCIDDS-AD,Higher rates are better for this measure,Percentage of people who reported they always have a way to get places when they need to go somewhere,2020,Medicaid,NCI In-Person Survey,95.8,25,95,92,96.8,,"Mathematica analysis of data submitted by states to NASDDS/HSRI (The NCI National Team) through the Online Data Entry System (ODESA) during the July 1, 2019 through June 30, 2020 data collection period.","Rates include adults in the Persons with Developmental Disabilities Program and Supported Living Services waiver. Funding source is HCBS waiver. Denominator is the number of adults responding to the questions; number of adults included in the program is 10,717. State used a proportionate sample by waiver program and Regional Accountable Entities (RAEs).",Yes
Colorado,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2020,Medicaid only,Administrative,29.9,37,30,21.2,32.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs).",Yes
Colorado,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2020,Medicaid only,Administrative,8.2,37,4.3,3.3,5.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs).",Yes
Colorado,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,3.8,33,5,2.7,9.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs).",Yes
Colorado,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,43.2,36,43.9,35.6,48.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs).",Yes
Colorado,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,1.9,29,2.1,1.2,3.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs).",Yes
Colorado,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,23.6,36,16.4,12.4,20.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs).",Yes
Colorado,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 21 to 44,2020,Medicaid,Administrative,21.1,31,24.5,23,28.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.",Yes
Colorado,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 21 to 44,2020,Medicaid,Administrative,5.8,31,5.1,3.6,6.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.",Yes
Colorado,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21 to 44,2020,Medicaid,Administrative,10,33,11.9,8.7,13,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS, PCCM, and managed care populations (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.",Yes
